name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward,council_email
Rick Taylor,,,,Cassowary Coast Regional Council,http://www.cassowarycoast.qld.gov.au,cassowary_coast_regional_council/rick_taylor,,,,,,enquiries@cassowarycoast.qld.gov.au
Wayne Kimberley,,,,Cassowary Coast Regional Council,http://www.cassowarycoast.qld.gov.au,cassowary_coast_regional_council/wayne_kimberley,,,,,,enquiries@cassowarycoast.qld.gov.au
Jeffrey Baines,,,,Cassowary Coast Regional Council,http://www.cassowarycoast.qld.gov.au,cassowary_coast_regional_council/jeffrey_baines,,,,,,enquiries@cassowarycoast.qld.gov.au
Ben Heath,,,,Cassowary Coast Regional Council,http://www.cassowarycoast.qld.gov.au,cassowary_coast_regional_council/ben_heath,,,,,,enquiries@cassowarycoast.qld.gov.au
Glenn Raleigh,,,,Cassowary Coast Regional Council,http://www.cassowarycoast.qld.gov.au,cassowary_coast_regional_council/glenn_raleigh,,,,,,enquiries@cassowarycoast.qld.gov.au
Mark Nolan,,,,Cassowary Coast Regional Council,http://www.cassowarycoast.qld.gov.au,cassowary_coast_regional_council/mark_nolan,,,,,,enquiries@cassowarycoast.qld.gov.au
Kerry Hayes,,,mayor,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/kerry_hayes,,,,,,enquiries@chrc.qld.gov.au
Megan Daniels,,,,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/megan_daniels,,,,,,enquiries@chrc.qld.gov.au
David Lacey,,,,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/david_lacey,,,,,,enquiries@chrc.qld.gov.au
Alan McIndoe,,,,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/alan_mcindoe,,,,,,enquiries@chrc.qld.gov.au
Christine Rolfe,,,,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/christine_rolfe,,,,,,enquiries@chrc.qld.gov.au
Charlie Brimblecombe,,,,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/charlie_brimblecombe,,,,,,enquiries@chrc.qld.gov.au
Gail Godwin-Smith,,,,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/gail_godwin-smith,,,,,,enquiries@chrc.qld.gov.au
Gail Nixon,,,,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/gail_nixon,,,,,,enquiries@chrc.qld.gov.au
Paul Bell,,,,Central Highlands Regional Council,http://www.chrc.qld.gov.au,central_highlands_regional_council/paul_bell,,,,,,enquiries@chrc.qld.gov.au
Liz Schmidt,,,mayor,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/liz_schmidt,Liz.schmidt@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Mayor%20Liz%20Schmidt,,http://www.charterstowers.qld.gov.au/councillors,,mail@charterstowers.qld.gov.au
Alan Barr,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/alan_barr,Alan.barr@charterstowers.qld.gov.autba,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Alan%20Barr,,http://www.charterstowers.qld.gov.au/councillors,,mail@charterstowers.qld.gov.au
Graham Lohmann,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/graham_lohmann,Graham.lohmann@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Graham%20Lohmann,,http://www.charterstowers.qld.gov.au/councillors,,mail@charterstowers.qld.gov.au
Brett Maff,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/brett_maff,Brett.maff@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Brett%20Maff,,http://www.charterstowers.qld.gov.au/councillors,,mail@charterstowers.qld.gov.au
Mike Power,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/mike_power,Mike.power@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Mike%20Power,,http://www.charterstowers.qld.gov.au/councillors,,mail@charterstowers.qld.gov.au
Sonia Bennetto,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/sonia_bennetto,Sonia.bennetto@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Sonia%20Bennetto,,http://www.charterstowers.qld.gov.au/councillors,,mail@charterstowers.qld.gov.au
Mervyn (Roma) Bailey,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/mervyn_(roma)_bailey,roma.bailey@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Roma%20Bailey,,http://www.charterstowers.qld.gov.au/councillors,,mail@charterstowers.qld.gov.au
Kenny Bone,,,mayor,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/kenny_bone,,,,,,ceo@cherbourg.qld.gov.au
Alana Purcell,,,,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/alana_purcell,,,,,,ceo@cherbourg.qld.gov.au
James Saltner,,,,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/james_saltner,,,,,,ceo@cherbourg.qld.gov.au
Elvie Sandow,,,,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/elvie_sandow,,,,,,ceo@cherbourg.qld.gov.au
Tom Langton,,,,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/tom_langton,,,,,,ceo@cherbourg.qld.gov.au
Gregory Campbell,,,mayor,Cloncurry Shire Council,http://www.cloncurry.qld.gov.au,cloncurry_shire_council/gregory_campbell,,,,,,council@cloncurry.qld.gov.au
Damien McGee,,,,Cloncurry Shire Council,http://www.cloncurry.qld.gov.au,cloncurry_shire_council/damien_mcgee,,,,,,council@cloncurry.qld.gov.au
Brad Rix,,,,Cloncurry Shire Council,http://www.cloncurry.qld.gov.au,cloncurry_shire_council/brad_rix,,,,,,council@cloncurry.qld.gov.au
Dane Swalling,,,,Cloncurry Shire Council,http://www.cloncurry.qld.gov.au,cloncurry_shire_council/dane_swalling,,,,,,council@cloncurry.qld.gov.au
Peter Scott,,,mayor,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/peter_scott,,,,,,mail@cook.qld.gov.au
John Dessmann,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/john_dessmann,,,,,,mail@cook.qld.gov.au
John Giese,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/john_giese,,,,,,mail@cook.qld.gov.au
Larissa Hale,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/larissa_hale,,,,,,mail@cook.qld.gov.au
Robyn Holmes,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/robyn_holmes,,,,,,mail@cook.qld.gov.au
Alan Wilson,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/alan_wilson,,,,,,mail@cook.qld.gov.au
Kaz Price,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/kaz_price,,,,,,mail@cook.qld.gov.au
Trevor Pickering,,,mayor,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/trevor_pickering,,,,,,admin@croydon.qld.gov.au
Kim Gaynor,,,,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/kim_gaynor,,,,,,admin@croydon.qld.gov.au
Wayne Bing Chew,,,,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/wayne_bing_chew,,,,,,admin@croydon.qld.gov.au
Jim Gilmartin,,,,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/jim_gilmartin,,,,,,admin@croydon.qld.gov.au
Jeffrey Norman,,,,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/jeffrey_norman,,,,,,admin@croydon.qld.gov.au
Geoff Morton,,,mayor,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/geoff_morton,,,,,,admin@diamantina.qld.gov.au
Doug Cooms,,,,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/doug_cooms,,,,,,admin@diamantina.qld.gov.au
Bev Maunsell,,,,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/bev_maunsell,,,,,,admin@diamantina.qld.gov.au
Don Rayment,,,,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/don_rayment,,,,,,admin@diamantina.qld.gov.au
Stephen Cramer,,,,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/stephen_cramer,,,,,,admin@diamantina.qld.gov.au
Edric Walden,,,mayor,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/edric_walden,,,,,,ceo@doomadgee.qld.gov.au
Tony Chong,,,,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/tony_chong,,,,,,ceo@doomadgee.qld.gov.au
Dean Jupiter,,,,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/dean_jupiter,,,,,,ceo@doomadgee.qld.gov.au
Scharrayne Foster,,,,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/scharrayne_foster,,,,,,ceo@doomadgee.qld.gov.au
Jason Ned,,,,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/jason_ned,,,,,,ceo@doomadgee.qld.gov.au
Michael Kerr,,,,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/michael_kerr,,,,,,enquiries@douglas.qld.gov.au
Roy Zammataro,,,,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/roy_zammataro,,,,,,enquiries@douglas.qld.gov.au
Julia Leu,,,mayor,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/julia_leu,,,,,,enquiries@douglas.qld.gov.au
David Carey,,,,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/david_carey,,,,,,enquiries@douglas.qld.gov.au
Abigail Noli,,,,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/abigail_noli,,,,,,enquiries@douglas.qld.gov.au
Warren Devlin,,,mayor,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/warren_devlin,,,,,,info@etheridge.qld.gov.au
Troy Barnes,,,,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/troy_barnes,,,,,,info@etheridge.qld.gov.au
Tony Gallagher,,,,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/tony_gallagher,,,,,,info@etheridge.qld.gov.au
Warren Bethel,,,,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/warren_bethel,,,,,,info@etheridge.qld.gov.au
Will Attwood,,,,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/will_attwood,,,,,,info@etheridge.qld.gov.au
Jane McNamara,,,mayor,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/jane_mcnamara,,,,,,flinders@flinders.qld.gov.au
Kelly Carter,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/kelly_carter,,,,,,flinders@flinders.qld.gov.au
Graham Sealy,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/graham_sealy,,,,,,flinders@flinders.qld.gov.au
Kate Downie,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/kate_downie,,,,,,flinders@flinders.qld.gov.au
Authur (Bill) Bode,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/authur_(bill)_bode,,,,,,flinders@flinders.qld.gov.au
Sean O'Neill,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/sean_o'neill,,,,,,flinders@flinders.qld.gov.au
Chris Loft,,,mayor,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/chris_loft,chris.loft@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/41221396/Chris%20Loft%20-%20thumbnail?t=1461195729792%20Browse%20Server,,,,enquiry@frasercoast.qld.gov.au
Anne Maddern,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/anne_maddern,anne.maddern@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/9d7517fa-f699-41ad-9789-cb13097adcb9,,,Division 2,enquiry@frasercoast.qld.gov.au
Paul Truscott,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/paul_truscott,paul.truscott@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/d00c6df1-6e32-4bba-96c3-b500f2d73b84,,,Division 3,enquiry@frasercoast.qld.gov.au
David Lewis,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/david_lewis,david.lewis@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/41221396/David%20Lewis%20-%20thumbnail.jpg?t=1461199807891,,,Division 6,enquiry@frasercoast.qld.gov.au
Denis Chapman,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/denis_chapman,denis.chapman@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/e2ef42c5-fa1b-4644-8c7e-62d0f424f630,,,Division 8,enquiry@frasercoast.qld.gov.au
Daniel Sanderson,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/daniel_sanderson,daniel.sanderson@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/e2912d22-096a-40dc-a9c5-d309d9acb0fa,,,Division 4,enquiry@frasercoast.qld.gov.au
Darren Everard,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/darren_everard,darren.everard@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/1e764d4d-04a9-41bd-9fb6-922b4c3ce50d,,,Division 7,enquiry@frasercoast.qld.gov.au
George Seymour,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/george_seymour,george.seymour@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/41221396/George%20Seymour%20-%20thumbnail?t=1461199323529,,,Division 10,enquiry@frasercoast.qld.gov.au
James Hansen,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/james_hansen,james.hansen@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/234178b5-1661-4a56-af23-1227f9263756,,,Division 1,enquiry@frasercoast.qld.gov.au
Rolf Light,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/rolf_light,rolf.light@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/41221396/Rolf%20Light%20-%20thumbnail?t=1461198217825,,,Division 5,enquiry@frasercoast.qld.gov.au
Stuart Taylor,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/stuart_taylor,stuart.taylor@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/fcd1eb79-5e9e-4dfb-90b6-e2b04ce11d3e,,,Division 9,enquiry@frasercoast.qld.gov.au
Matt Burnett,,,mayor,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/matt_burnett,,,,,,info@gladstonerc.qld.gov.au
Cindi Bush,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/cindi_bush,,,,,,info@gladstonerc.qld.gov.au
Glen Churchill,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/glen_churchill,,,,,,info@gladstonerc.qld.gov.au
Kahn Goodluck,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/kahn_goodluck,,,,,,info@gladstonerc.qld.gov.au
Peter Masters,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/peter_masters,,,,,,info@gladstonerc.qld.gov.au
Desley O'Grady,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/desley_o'grady,,,,,,info@gladstonerc.qld.gov.au
Chris (CT) Trevor,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/chris_(ct)_trevor,,,,,,info@gladstonerc.qld.gov.au
Rick Hansen,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/rick_hansen,,,,,,info@gladstonerc.qld.gov.au
PJ Sobhanian,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/pj_sobhanian,,,,,,info@gladstonerc.qld.gov.au
Donna Gates,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/donna_gates,division1@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Gates-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 1,gcccmail@goldcoast.qld.gov.au
Paul Taylor,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/paul_taylor,division10@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Paul-Taylor-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 10,gcccmail@goldcoast.qld.gov.au
Herman Vorster,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/herman_vorster,division11@goldcoast.qld.gov.au,,,,Division 11,gcccmail@goldcoast.qld.gov.au
Pauline Young,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/pauline_young,division12@goldcoast.qld.gov.au,,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 12,gcccmail@goldcoast.qld.gov.au
Daphne McDonald,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/daphne_mcdonald,division13@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Daphne-McDonald-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 13,gcccmail@goldcoast.qld.gov.au
Gail O'Neill,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/gail_o'neill,division14@goldcoast.qld.gov.au,,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 14,gcccmail@goldcoast.qld.gov.au
William Owen-Jones,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/william_owen-jones,division2@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-William-Owen-Jones-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 2,gcccmail@goldcoast.qld.gov.au
Cameron Caldwell,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/cameron_caldwell,division3@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Cameron-Caldwell-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 3,gcccmail@goldcoast.qld.gov.au
Kristyn Boulton,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/kristyn_boulton,division4@goldcoast.qld.gov.au,,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 4,gcccmail@goldcoast.qld.gov.au
Peter Young,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/peter_young,division5@goldcoast.qld.gov.au,,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 5,gcccmail@goldcoast.qld.gov.au
Gary Baildon,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/gary_baildon,division7@goldcoast.qld.gov.au,,,,Division 7,gcccmail@goldcoast.qld.gov.au
Bob La Castra,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/bob_la_castra,division8@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Bob-La-Castra-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 8,gcccmail@goldcoast.qld.gov.au
Glenn Tozer,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/glenn_tozer,division9@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Glen-Tozer-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 9,gcccmail@goldcoast.qld.gov.au
Dawn Crichlow,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/dawn_crichlow,gbrown@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Dawn-Crichlow-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 6,gcccmail@goldcoast.qld.gov.au
Tom Tate,,,mayor,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/tom_tate,mayor@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Mayor-Tom-Tate-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,,gcccmail@goldcoast.qld.gov.au
Graeme Scheu,,,mayor,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/graeme_scheu,,,,,,mail@grc.qld.gov.au
Lachlan Brennan,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/lachlan_brennan,,,,,,mail@grc.qld.gov.au
David Turner,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/david_turner,,,,,,mail@grc.qld.gov.au
Joan White,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/joan_white,,,,,,mail@grc.qld.gov.au
Rick McDougall,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/rick_mcdougall,,,,,,mail@grc.qld.gov.au
Rick Kearney,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/rick_kearney,,,,,,mail@grc.qld.gov.au
Rob MacKenzie,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/rob_mackenzie,,,,,,mail@grc.qld.gov.au
Mick Curran,,,mayor,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/mick_curran,,,,,,council@gympie.qld.gov.au
Bob Leitch,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/bob_leitch,,,,,,council@gympie.qld.gov.au
Glen Hartwig,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/glen_hartwig,,,,,,council@gympie.qld.gov.au
Mal Gear,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/mal_gear,,,,,,council@gympie.qld.gov.au
Daryl Dodt,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/daryl_dodt,,,,,,council@gympie.qld.gov.au
Dan Stewart,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/dan_stewart,,,,,,council@gympie.qld.gov.au
Hilary Smerdon,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/hilary_smerdon,,,,,,council@gympie.qld.gov.au
James Cochrane,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/james_cochrane,,,,,,council@gympie.qld.gov.au
Mark McDonald,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/mark_mcdonald,,,,,,council@gympie.qld.gov.au
Ramon Jayo,,,mayor,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/ramon_jayo,,,,,,ceo@hinchinbrook.qld.gov.au
Maria Bosworth,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/maria_bosworth,,,,,,ceo@hinchinbrook.qld.gov.au
Mary Brown,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/mary_brown,,,,,,ceo@hinchinbrook.qld.gov.au
Andrew Lancini,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/andrew_lancini,,,,,,ceo@hinchinbrook.qld.gov.au
Kate Milton,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/kate_milton,,,,,,ceo@hinchinbrook.qld.gov.au
Marc Tack,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/marc_tack,,,,,,ceo@hinchinbrook.qld.gov.au
Wallis (Wally) Skinner,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/wallis_(wally)_skinner,,,,,,ceo@hinchinbrook.qld.gov.au
Barry Bowen,,,,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/barry_bowen,,,,,,info@hopevale.qld.gov.au
Selina Bowen,,,,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/selina_bowen,,,,,,info@hopevale.qld.gov.au
Bruce Gibson,,,,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/bruce_gibson,,,,,,info@hopevale.qld.gov.au
Greg McLean,,,mayor,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/greg_mclean,,,,,,info@hopevale.qld.gov.au
June Pearson,,,,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/june_pearson,,,,,,info@hopevale.qld.gov.au
Paul Pisasale,,,mayor,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/paul_pisasale,ppisasale@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0015/9222/paulp_08.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/mayor,,council@ipswich.qld.gov.au
Kerry Silver,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/kerry_silver,ksilver@ipswich.qld.gov.au,,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_3,Division 3,council@ipswich.qld.gov.au
Kylie Stoneman,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/kylie_stoneman,kstoneman@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0003/61338/kylie-stoneman.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_4,Division 4,council@ipswich.qld.gov.au
Wayne Wendt,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/wayne_wendt,wwendt@ipswich.qld.gov.au,,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_5,Division 5,council@ipswich.qld.gov.au
